tweet,hashtags,timestamp,full_url,like_count,retweet_count,language,is_about_learning
"نشرت منظمة #الأمم_المتحدة للتربية والعلم والثقافة ( يونسكو ) ، الخميس، أولى مبادئها التوجيهية المتعلقة باستخدام الذكاء الاصطناعي التوليدي في التعليم، وحثت الجهات الحكومية على تنظيم استخدام التكنولوجيا بما يتضمن حماية خصوصية البيانات ووضع قيود تحدد أعمار المستخدمين.
#اليوم_الثامن","['#الأمم_المتحدة', '#اليوم_الثامن']",07/09/2023,https://x.com/youm8th/status/1699690552646652018,0,0,ar,True
"اليونسكو تتطلع لتنظيم استخدام ""الذكاء الاصطناعي التوليدي"" في التعليم

https://alhurra.com/tech/2023/09/07/%D8%A7%D9%84%D9%8A%D9%88%D9%86%D8%B3%D9%83%D9%88-%D8%AA%D8%AA%D8%B7%D9%84%D8%B9-%D9%84%D8%AA%D9%86%D8%B8%D9%8A%D9%85-%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D8%A7%D9%84%D8%B0%D9%83%D8%A7%D8%A1-%D8%A7%D9%84%D8%A7%D8%B5%D8%B7%D9%86%D8%A7%D8%B9%D9%8A-%D8%A7%D9%84%D8%AA%D9%88%D9%84%D9%8A%D8%AF%D9%8A-%D9%81%D9%8A-%D8%A7%D9%84%D8%AA%D8%B9%D9%84%D9%8A%D9%85…",[],07/09/2023,https://x.com/alhurranews/status/1699690213193245078,6,1,ar,True
اليونيسكو تتطلع لتنظيم استخدام الذكاء الاصطناعي التوليدي في التعليم http://dlvr.it/SvlHRS,[],07/09/2023,https://x.com/mubasheer2022/status/1699687590407053695,0,0,ar,True
#اليونسكو (تتطلع) لتنظيم استخدام الذكاء الاصطناعي التوليدي في التعليم,['#اليونسكو'],07/09/2023,https://x.com/shafak_8/status/1699687355240657331,0,0,ar,True
"#اليونسكو تتطلع لتنظيم استخدام #الذكاء_الاصطناعي التوليدي في التعليم 
https://tinyurl.com/2cdt58tq
#قناة_الغد","['#اليونسكو', '#الذكاء', '_الاصطناعي', '#قناة_الغد']",07/09/2023,https://x.com/AlGhadTV/status/1699680650217853156,3,0,ar,True
"اليونسكو (تتطلع) لتنظيم استخدام الذكاء الاصطناعي التوليدي في التعليم

[رويترز]

#اليونسكو
#الذكاء_الاصطناعي 
#صلاه_الفجر
#صباح_الخير 
#الاعمال_الممتازه
#خذ_العلم","['#اليونسكو', '#الذكاء', '_الاصطناعي', '#صلاه_الفجر', '#صباح_الخير', '#الاعمال_الممتازه', '#خذ_العلم', '', '', '', '', '', '', '']",07/09/2023,https://x.com/assabahnews/status/1699678658808381521,1,0,ar,True
اليونسكو تتطلع لتنظيم استخدام الذكاء الاصطناعي التوليدي في التعليم,[],07/09/2023,https://x.com/araReuters/status/1699677916420878694,10,1,ar,True
"«اليونسكو» تتطلع لتنظيم استخدام الذكاء الاصطناعي التوليدي في التعليم
.
.
https://khalejianews.com/posts/6923",[],07/09/2023,https://x.com/khalejianews/status/1699667980789940368,0,0,ar,True
"يونسكو تتطلع لتنظيم استخدام الذكاء الاصطناعي التوليدي في التعليم
#صحيفة_الرأي",['#صحيفة_الرأي'],07/09/2023,https://x.com/alrai/status/1699667410469499095,0,0,ar,True
"اليونسكو تتطلع لتنظيم استخدام ""الذكاء الاصطناعي التوليدي"" في التعليم http://dlvr.it/Svl6mP",[],07/09/2023,https://x.com/mubasheer2022/status/1699666339705839684,0,0,ar,True
يونسكو تتطلع لتنظيم استخدام الذكاء الاصطناعي التوليدي في التعليم https://shahennews.com/?p=634712,[],07/09/2023,https://x.com/dawodsha49/status/1699664317447053487,0,0,ar,True
"«اليونسكو» تتطلع لتنظيم استخدام الذكاء الاصطناعي التوليدي في التعليم
https://alraimedia.com/article/1655775",[],07/09/2023,https://x.com/AlraiMediaGroup/status/1699660130860626349,2,0,ar,True
"اليونسكو تتطلع لتنظيم استخدام الذكاء الاصطناعي التوليدي في التعليم

https://albayan.ae/technology/2023-09-07-1.4722769…

#صحيفة_البيان",['#صحيفة_البيان'],07/09/2023,https://x.com/AlBayanNews/status/1699656931751657773,1,1,ar,True
اليونسكو تسعى إلى تنظيم استخدام الذكاء الاصطناعي التوليدي في التعليم https://ift.tt/gIVfCyA #تقنية,['#تقنية'],07/09/2023,https://x.com/Ayed_Alosaimi/status/1699652910726922478,0,0,ar,True
"اليونسكو تسعى إلى تنظيم استخدام الذكاء الاصطناعي التوليدي في التعليم
 
#تقنية #الذكاء_الاصطناعي #اليونسكو
https://zurl.co/LUEf","['#تقنية', '#الذكاء', '_الاصطناعي', '#اليونسكو']",07/09/2023,https://x.com/aitnews/status/1699652844167831729,0,0,ar,True
اليونسكو تتطلع لتنظيم استخدام الذكاء الاصطناعي التوليدي في التعليم #MENAFN #اخرالاخبار http://dlvr.it/Svl2tQ,"['#MENAFN', '#اخرالاخبار']",07/09/2023,https://x.com/MENAFNArabic/status/1699652288334446923,0,0,ar,True
"تسر شعبة الحاسب الآلي بمكتب تعليم أبحر دعوتكم لحضور ورشة عمل في مقدمة الذكاء الاصطناعي التوليدي وتوظيفة في التعليم من تنفيذ معلمة الحاسب من الثانوية ١٠٧ الأستاذة / أريج الغامدي اليوم الخميس ١٤٤٥/٢/٢٢هـ الساعة ٩صباحاً ألى الساعة ١٢ صباحاً. 
#تعليم_جده",['#تعليم_جده'],07/09/2023,https://x.com/MOE_JDH_30_1022/status/1699643951823593610,7,2,ar,True
إرشادات ل #الذكاء_الاصطناعي التوليدي في #التعليم و #البحث https://unesco.org/en/digital-education/ai-future-learning/guidance…,"['#الذكاء', '_الاصطناعي', '#التعليم', '#البحث']",05/09/2023,https://x.com/ButiOne3/status/1699096403266482257,0,0,ar,True
"محطات من أهم ما تم استعراضه في اسبوع  اليونسكو للتعلم الرقمي خلال يومي 4 و 5 سبتمبر  : 

 استعراض أهم الخبرات والتجارب الدولية والتي ركزت على مستقبل التعليم ومجتمع المنصات والأثار المتربتة على التعليم .

جلسة نقاشية حول أهمية حوكمة #الذكاء_الاصطناعي التوليدي للمتعلمين.","['#الذكاء', '_الاصطناعي']",05/09/2023,https://x.com/omannatcom/status/1699084174781550691,1,0,ar,True
"بفضل الله أنتهينا من عمل دراسة بعنوان "" سياسة إستخدام الذكاء الاصطناعي التوليدي في مجال التعليم "" بإشراف الدكتورة ظبية البوعينين ومشاركة زميلاتي 
@dabuainain
 
@badriyaharef
@zainab1766
@seem_h199",[],02/09/2023,https://x.com/CS_ZTH/status/1698021447656964362,2,1,ar,True
"أنهينا مع فريق العمل دراسة للحصول على وجهات نظر ومخاوف أعضاء هيئة التدريس والطلبة حول استخدام أدوات وتطبيقات #الذكاء_الاصطناعي_التوليدي ولتعزيز دمجها في التعليم بطريقة تتسم بالنزاهة الأكاديمية. 
@badriyaharef
@zainab1766
@seem_h199
@cs_zth
للاطلاع","['#الذكاء', '_الاصطناعي_', 'التوليدي']",02/09/2023,https://x.com/dabuainain/status/1697990993650352203,47,11,ar,True
"توفير تعليم وتدريب أفضل للطلبة من ذوي الاحتياجات الخاصة الذين ربما لا يكون التعليم أو التدريب التقليدي هو الحل الأفضل لهم.
•بناء ميثاق أخلاقي – تعليمي واللوائح المتعلقة بهذا المجال يحدد كيفية تعامل المؤسسات التعليمية مع الذكاء الاصطناعي التوليدي لاسيما في الجامعات",[],24/08/2023,https://x.com/DrHzaman/status/1694677024915194325,1,0,ar,True
"#بالصور جانب من ورشة "" الذكاء الاصطناعي التوليدي في التعليم ""
ضمن برامج التهيئة لأعضاء هيئة التدريس 
بـ #جامعة_الإمام_عبدالرحمن_بن_فيصل
تناولت بها المدربة عدة محاور:
⁃ تعريف #الذكاء_الاصطناعي التوليدي وأشهر أدواته
⁃استخداماته وأدواته
⁃حوكمة استخدام الأدوات والتطبيقات","['#بالصور', '#جامعة_الإمام_عبدالرحمن_بن_فيصل', '#الذكاء', '_الاصطناعي']",23/08/2023,https://x.com/IAU_ded/status/1694362221898322372,1,0,ar,True
#الذكاء_الاصطناعي التوليدي يسهم في تحسين جودة التعليم بعدة طرق,"['#الذكاء', '_الاصطناعي']",24/07/2023,https://x.com/Dr_Abdullah_Z/status/1683447966793621506,1,1,ar,True
" الذكاء الاصطناعي التوليدي يسهم في تحسين جودة التعليم. 
الهيئة السعودية للبيانات والذكاء الاصطناعي SDAIAمنقووووول",[],24/07/2023,https://x.com/Seba2200Galaxy/status/1683433900893249537,6,2,ar,True
"#الذكاء_الاصطناعي_التوليدي يسهم في تحسين جودة التعليم. 

#سدايا","['#الذكاء', '_الاصطناعي_', 'التوليدي', '#سدايا']",23/07/2023,https://x.com/SDAIA_SA/status/1683180556215828481,43,27,ar,True
شركة Benesse Corp، وهي شركة يابانية متخصصة في تقديم خدمات التعليم، تخطط لإطلاق خدمة جديدة تعتمد على الذكاء الصناعي التوليدي لمساعدة الطلاب في المدارس الابتدائية على تنفيذ مشاريعهم البحثية خلال فترة العطلة الصيفية. هذه الخدمة التي ستكون متاحة بشكل مجاني على موقع الشركة،,[],23/07/2023,https://x.com/fuji__book/status/1683015410596061184,0,0,ar,True
الذكاء الاصطناعي التوليدي في التعليم.. الفوائد والتحديات https://ift.tt/lBYXbNo,[],20/07/2023,https://x.com/Hasatoday/status/1682102627499229186,1,1,ar,True
الذكاء الاصطناعي التوليدي في التعليم.. الفوائد والتحديات http://dlvr.it/SsTq4y,[],20/07/2023,https://x.com/Hasatoday/status/1682101462615339008,0,0,ar,True
"الذكاء الاصطناعي التوليدي في التعليم..الفوائد والتحديات
#مقال الكاتب:
@MAlsuwaie
الذي أكد على أن تطبيقات الذكاء الاصطناعي التوليدي لديها القدرة على إحداث ثورة في العملية التعليمية إذا استغلت بشكل إيجابي وبالتالي فهي مكملة للمحتوى التعليمي،وليست بديلاً عنه

https://annahar-news.com/news/single/2304…",['#مقال'],20/07/2023,https://x.com/AnnaharNews2020/status/1681968618232266752,33,21,ar,True
طلبت وزارة التعليم اليابانية من الجامعات والمعاهد التقنية في أنحاء البلاد وضع سياساتها وإرشاداتها الخاصة حول استخدام الذكاء الاصطناعي التوليدي. وأخطرت الوزارة هذه المؤسسات بطلبها يوم الخميس. ويأتي التحرك في أعقاب إصدار الوزارة إرشادات مؤقتة حول استخدام الذكاء الاصطناعي التوليدي,[],14/07/2023,https://x.com/nippon_ar/status/1679761322991554561,13,3,ar,True
"اليابان تقرر إدخال الذكاء الاصطناعي في التعليم

المقال المنشور طويل جداً وتفصيلي وسوف اضعه في نقاط

- أصدرت وزارة التعليم اليابانية إرشادات تؤكد على أهمية تثقيف الطلاب حول الذكاء الاصطناعي. توضح الإرشادات كيف يمكن دمج الذكاء الاصطناعي التوليدي في المدارس أثناء معالجة المخاطر",[],13/07/2023,https://x.com/smalkalbani/status/1679533496728166400,45,16,ar,True
"#رسالة_اليوم 

كتاب مميز مجاني وباللغة العربية بعنوان مقدمة في #الذكاء_الاصطناعي_التوليدي مثل #ChatGPT و #GoogleBard مايميزه لغته السلسلة وشرحه لكثير من المفاهيم الأساسية في مجالات  #التعليم #الطب #الهندسة #الأمن_السيبراني #الألعاب_الرقمية

رابط التحميل","['#رسالة_اليوم', '#الذكاء', '_الاصطناعي_', 'التوليدي', '#ChatGPT', '#GoogleBard', '#التعليم', '#الطب', '#الهندسة', '#الأمن_السيبراني', '#الألعاب_الرقمية']",22/06/2023,https://x.com/md19982/status/1671928046608171015,2,1,ar,True
عندما ترغب بتقديم المزيد والاستمرار بالعطاء المتميز فمن الحسن ان تحافظ على السبق في المعرفة والتعلم الدائم، ولقد أتيحت الفرصة لي لحضور ورشة في التعليم والبحث العلمي بعنوان مستقبل مخرجات التعلم والتقييم مع استخدام تقنيات الذكاء الاصطناعي التوليدي: #ChatGPT نموذجًا تطبيقيًا.,['#ChatGPT'],19/06/2023,https://x.com/fayaz3000/status/1670786386822135808,3,2,ar,True
كابجيميني: نصف معلمي المدارس الثانوية يعتقدون أن فوائد الذكاء الاصطناعي التوليدي في قطاع التعليم تغلب على مخاطره - مجلة أرقام,[],19/06/2023,https://x.com/ArqaamTm/status/1670730791024840706,0,0,ar,True
"للزملاء المهتمين بالبحث في مجال تطبيقات #الذكاء_الاصطناعي_التوليدي ChatGPT في التعليم، دليل كامل باللغة العربية، ١١٩ صفحة، PDF
https://ai.gov.ae/wp-content/uploads/2023/04/406.-Generative-AI-Guide_ver1-AR.pdf…
#ChatGPT #AI","['#الذكاء', '_الاصطناعي_', 'التوليدي', '#ChatGPT', '#AI']",14/06/2023,https://x.com/Marimfaiome/status/1668790188531761155,14,4,ar,True
"اختتام ملتقى الذكاء الاصطناعي التوليدي في التعليم للتوعية بأهمية الذكاء الاصطناعي - https://al-jazirahonline.com/2023/06/03/278222/… عبر 
@al_jazirah",[],03/06/2023,https://x.com/Mgasham/status/1664950302313676809,0,0,ar,True
"اختتام أعمال ملتقى #الذكاء_الاصطناعي_التوليدي في التعليم، الذي نظمته الهيئة السعودية للبيانات والذكاء الاصطناعي #سدايا، بالتعاون مع جامعة الملك سعود وهيئة تقويم التعليم والتدريب

#AI_بالعربي","['#الذكاء', '_الاصطناعي_', 'التوليدي', '#سدايا', '#AI_بالعربي']",02/06/2023,https://x.com/AIinArabic/status/1664700423003951127,4,2,ar,True
#نشرة_الظهيرة | اختتام أعمال ملتقى الذكاء الاصطناعي التوليدي في التعليم بجامعة الملك سعود. #قناة_السعودية,"['#نشرة_الظهيرة', '#قناة_السعودية']",02/06/2023,https://x.com/saudiatv_news/status/1664620733061029893,0,3,ar,True
"اختتام ملتقى الذكاء الاصطناعي التوليدي في التعليم
 https://almowaten.net/?p=5096235",[],02/06/2023,https://x.com/almowatennet/status/1664598829021134848,0,0,ar,True
اختتام ملتقى الذكاء الاصطناعي التوليدي في التعليم.,[],02/06/2023,https://x.com/asda_alkhaleej/status/1664554547686014976,0,0,ar,True
السعودية.. اختتام ملتقى الذكاء الاصطناعي التوليدي في التعليم   https://khaligyoun.com/223388/,[],02/06/2023,https://x.com/KhaligyounNews/status/1664526973341687808,0,0,ar,True
اختتمت اليوم أعمال ملتقى الذكاء الاصطناعي التوليدي في التعليم، الذي نظمته الهيئة السعودية للبيانات والذكاء الاصطناعي (سدايا)، بالتعاون مع جامعة الملك سعود وهيئة تقويم التعليم والتدريب، وذلك بمقر الجامعة بالرياض.,[],02/06/2023,https://x.com/al_jazirah/status/1664422852076924931,0,1,ar,True
اختتام ملتقى الذكاء الاصطناعي التوليدي في التعليم http://dlvr.it/Sq0mNP,[],01/06/2023,https://x.com/KSANews/status/1664386358994173952,0,0,ar,True
المشاركون والمهتمون والطلبة يتحدثون عن ملتقى #الذكاء_الاصطناعي_التوليدي في التعليم الذي نظمته #سدايا في جامعة الملك سعود.,"['#الذكاء', '_الاصطناعي_', 'التوليدي', '#سدايا']",01/06/2023,https://x.com/SDAIA_SA/status/1664381839811780608,71,32,ar,True
"برعاية معالي رئيس #جامعة_الملك_سعود، 
نائب رئيس الجامعة للدراسات العليا والبحث العلمي يفتتح فعاليات ملتقى #الذكاء_الاصطناعي_التوليدي في التعليم الذي تستضيفه الجامعة ممثلة بمركز الدراسات المتقدمة للذكاء الاصطناعي، وتنظمه الهيئة السعودية للبيانات والذكاء الاصطناعي وبالتعاون مع هيئة","['#جامعة_الملك_سعود', '#الذكاء', '_الاصطناعي_', 'التوليدي']",01/06/2023,https://x.com/_KSU/status/1664317504011878430,20,20,ar,True
"مقتطفات من ملتقى الذكاء الاصطناعي التوليدي في التعليم 
@SDAIA_SA
 @_KSU
  @EtecKsa
 

#الذكاء_الاصطناعي","['#الذكاء', '_الاصطناعي']",01/06/2023,https://x.com/alamrihs/status/1664310639718694912,1,1,ar,True
"انطلاق فعاليات ملتقى #الذكاء_الاصطناعي_التوليدي في التعليم الذي تنظمه #سدايا بالتعاون مع جامعة الملك سعود وهيئة تقويم التعليم والتدريب 
#توبكس تفخر بثقتكم ","['#الذكاء', '_الاصطناعي_', 'التوليدي', '#سدايا', '#توبكس']",01/06/2023,https://x.com/topex_sa/status/1664288708051324928,1,0,ar,True
"نائب المشرف العام على المركز الوطني للذكاء الاصطناعي خلال افتتاح ملتقى #الذكاء_الاصطناعي_التوليدي في التعليم: ""يساهم الذكاء الاصطناعي التوليدي في تحسين منظومة التعليم بشكل كبير من خلال تقديم تجارب مخصصة للطلاب والمعلمين منها تعلم الدروس ، واللغات والبرمجة، وتصميم المناهج وغيرها"".","['#الذكاء', '_الاصطناعي_', 'التوليدي']",01/06/2023,https://x.com/SDAIA_SA/status/1664260967579131905,43,18,ar,True
"نائب رئيس 
@_KSU
 للدراسات العليا: ""تفخر الجامعة باحتضان هذا الملتقى بالتعاون مع #سدايا و 
@EtecKsa
 للاطلاع عن كثب على أحدث تطورات تقنيات #الذكاء_الاصطناعي_التوليدي في التعليم وتثقيف طلابنا وطالباتنا بها بعد أن ازداد زخمها بوتيرة متسارعة ومثيرة للدهشة في عصرنا الحالي وأصبحت محل","['#سدايا', '#الذكاء', '_الاصطناعي_', 'التوليدي']",01/06/2023,https://x.com/SDAIA_SA/status/1664254355543826436,37,14,ar,True
ضمن إطار تعزيز المعرفة بالذكاء الاصطناعي التوليدي في الجامعات السعودية؛ انطلقت اليوم فعاليات ملتقى #الذكاء_الاصطناعي_التوليدي في التعليم الذي تنظمه #سدايا بالتعاون مع جامعة الملك سعود وهيئة تقويم التعليم والتدريب بالرياض.,"['#الذكاء', '_الاصطناعي_', 'التوليدي', '#سدايا']",01/06/2023,https://x.com/SDAIA_SA/status/1664249374132654085,49,27,ar,True
شارك عدد من خبراء مجالي البيانات والذكاء الاصطناعي في ملتقى الذكاء الاصطناعي التوليدي في التعليم تحت رعاية مدير #جامعة_الملك_سعود وبالتعاون مع #سدايا، واستعرضوا تأثير الذكاء الاصطناعي التوليدي في قطاع التعليم . #الذكاء_الاصطناعي_التوليدي,"['#جامعة_الملك_سعود', '#سدايا', '#الذكاء', '_الاصطناعي_', 'التوليدي']",01/06/2023,https://x.com/THAKAA_SA/status/1664243027718688771,5,2,ar,True
ملتقى الذكاء الاصطناعي التوليدي في التعليم,[],01/06/2023,https://x.com/amanishaer/status/1664241119578796032,0,0,ar,True
"""#سدايا"" تنظم ملتقى الذكاء الاصطناعي التوليدي في التعليم بمقر #جامعة_الملك_سعود

https://2u.pw/pT6IxL","['#سدايا', '#جامعة_الملك_سعود']",30/05/2023,https://x.com/AlMnatiq/status/1663653455775367168,2,3,ar,True
"وبالحديث عن مشاركة #سورية مع وزراء التربية في العالم بورشة عمل حول #الذكاء_الاصطناعي التوليدي في التعليم، قال ""الضللي"" إن الهدف هو إيلاء الاهتمام بمنصات الذكاء الاصطناعي مثل برنامج ""”Chat GPT، مشيراً إلى أن الوزارة بدأت بتنفيذ أهداف الاجتماع.

#سوريا 
#المدينة_اف_ام","['#سورية', '#الذكاء', '_الاصطناعي', '#سوريا', '#المدينة_اف_ام']",29/05/2023,https://x.com/Syrian_Blog/status/1663250631308476439,2,0,ar,True
وفقًا لما نشر مؤخرًا من طرف مجموعة من المطورين، فإنه يمكن لـ #الذكاء_الاصطناعي التوليدي إعادة تشكيل #التعليم في جنوب #فلوريدا.,"['#الذكاء', '_الاصطناعي', '#التعليم', '#فلوريدا']",24/05/2023,https://x.com/IR4Lab/status/1661421937124311059,0,0,ar,True
"الكلام الذي يدور اليوم حول الطلاب الغشاشين لا يعبّر عن القصة الكاملة لما يجري، فثمة معلمون يعتقدون أن #الذكاء_الاصطناعي التوليدي يمكن أن يؤدي في الواقع إلى تحسين التعليم.
https://technologyreview.ae/%D9%83%D9%8A%D9%81-%D8%B3%D9%8A%D8%BA%D9%8A%D8%B1-%D8%AA%D8%B4%D8%A7%D8%AA-%D8%AC%D9%8A-%D8%A8%D9%8A-%D8%AA%D9%8A-%D8%A7%D9%84%D8%AA%D8%B9%D9%84%D9%8A%D9%85/?_branch_match_id=1115087153322827982&utm_source=twitter&utm_campaign=tr_new%20articles&utm_medium=social&_branch_referrer=H4sIAAAAAAAAA8soKSkottLXL0jJL6rUSywo0MvJzMvWN07J9k41jLQ0rEoCAGy1qX8iAAAA…","['#الذكاء', '_الاصطناعي']",24/05/2023,https://x.com/TechReviewAR/status/1661381710917894152,4,1,ar,True
"الكلام الذي يدور اليوم حول الطلاب الغشاشين لا يعبّر عن القصة الكاملة لما يجري، فثمة معلمون يعتقدون أن الذكاء الاصطناعي التوليدي يمكن أن يؤدي في الواقع إلى تحسين التعليم، وسأحدثكم عن تجاربهم في هذا المقال.
@TechReviewAR
 
https://technologyreview.ae/%D9%83%D9%8A%D9%81-%D8%B3%D9%8A%D8%BA%D9%8A%D8%B1-%D8%AA%D8%B4%D8%A7%D8%AA-%D8%AC%D9%8A-%D8%A8%D9%8A-%D8%AA%D9%8A-%D8%A7%D9%84%D8%AA%D8%B9%D9%84%D9%8A%D9%85/?utm_source=twitter&utm_medium=social&utm_campaign=majarra_molakhas…",[],24/05/2023,https://x.com/majarra/status/1661364036112379904,1,1,ar,True
"#خبر| منتدى حائل للذكاء الاصطناعي يناقش الذكاء الاصطناعي التوليدي وأثره في التعليم والمدن الذكية.
#واس

https://sp.spa.gov.sa/viewstory.php?lang=ar&newsid=2452908…","['#خبر', '#واس']",19/05/2023,https://x.com/_UOH/status/1659622052154753035,7,6,ar,True
"#خبر| #منتدى_حائل_للذكاء_الاصطناعي، ناقش مستجدات الذكاء الاصطناعي التوليدي وأثره في التعليم ومستقبل المدن الذكية.
#جامعة_حائل

https://uoh.edu.sa/blog/uoh-3/mntd-hyl-lldhk-lstn-y-nqsh-mstjdt-ldhk-lstn-y-ltwlydy-wthrh-fy-lt-lym-wmstqbl-lmdn-ldhky-41…","['#خبر', '#منتدى_حائل_للذكاء_الاصطناعي', '#جامعة_حائل']",19/05/2023,https://x.com/_UOH/status/1659614480706224141,9,6,ar,True
"الذكاء الاصطناعي التوليدي Generative AI: تقنية باقية وتتطور ولها آثار إيجابية وسلبية على التعليم بمدخلاته وعملياته ومخرجاته
تعمل دول عديدة على رصد هذه الآثار و تطوير تشريعات وتنظيمات استخداماتها
السؤال:كيف يمكن تعظيم الاستفادة منها في النظام التربوي والحد من آثارها السلبية؟",[],19/05/2023,https://x.com/ba_alsaleh/status/1659570100951822338,19,6,ar,True
"ترند "" خبر متداول ""

منتدى حائل للذكاء الاصطناعي يناقش الذكاء الاصطناعي التوليدي وأثره في التعليم والمدن الذكية.",[],18/05/2023,https://x.com/NOWTRND/status/1659288597122412560,1,3,ar,True
"منتدى حائل للذكاء الاصطناعي يناقش الذكاء الاصطناعي التوليدي وأثره في التعليم والمدن الذكية.
http://spa.gov.sa/w1904788
#واس_جودة_الحياة",['#واس_جودة_الحياة'],18/05/2023,https://x.com/SPAqualitylife/status/1659242592934952977,19,9,ar,True
"جامعة شمال كارولينا 
@unccharlotte
 تقدم برنامج تطوير مهني متميز في مجال الذكاء الاصطناعي التوليدي #GenerativeAI في التعليم يقدم معارف ومهارات أساسية لتوظيف هذه التقنية في التعليم 

عن بعد 
شهادة معتمدة 
 من ١٠-١٤ يوليو
 مجاني - رابط التسجيل 

https://professional.charlotte.edu/programs/next-generation-learning-generative-artificial-intelligence-ai-tools-professional…",['#GenerativeAI'],18/05/2023,https://x.com/Tahanialdo/status/1659217645730947072,55,18,ar,True
"شارك عدد من خبراء مجالي البيانات والذكاء الاصطناعي في الجلسة الحوارية الأولى من منتدى حائل للذكاء الاصطناعي، واستعرضوا أثر الذكاء الاصطناعي التوليدي في قطاع التعليم.
#سدايا",['#سدايا'],18/05/2023,https://x.com/SDAIA_SA/status/1659184016723943426,24,9,ar,True
"أصدر المركز الوطني للذكاء الاصطناعي في المملكة المتحدة مسودة كتاب تمهيدي عن الذكاء الاصطناعي التوليدي في التعليم العالي  ChatGPT, Bing, and Bard   ويطلب من الأعضاء إبداء الرأي",[],18/05/2023,https://x.com/almohaya/status/1659160347801014272,4,1,ar,True
"#الذكاء_الاصطناعي وملخصات الفيديوهات YouTube AI . 

أنا بالفعل مندهش من الحجم الهائل للإمكانيات التي يجلبها الذكاء الاصطناعي التوليدي لنا . 

متفائل جدًا بأن هذه التكنولوجيا ستحول التعليم بشكل إيجابي بطرق غير مسبوقة .

في هذا الثريد ، سنتعرف على مجموعة من ملحقات متصفح جوجل كروم","['#الذكاء', '_الاصطناعي']",03/05/2023,https://x.com/Al7lhh223/status/1653851937014415361,239,49,ar,True
"للمهتمين بالبحث في مجال تطبيقات #الذكاء_الاصطناعي التوليدي #ChatGPT في التعليم، دليل كامل باللغة العربية، ١١٩ صفحة، PDF، الناشر: الامارات العربية المتحدة، أبريل ٢٠٢٣.
https://ai.gov.ae/wp-content/uploads/2023/04/406.-Generative-AI-Guide_ver1-AR.pdf…
#ChatGPT #AI","['#الذكاء', '_الاصطناعي', '#ChatGPT', '#ChatGPT', '#AI']",02/05/2023,https://x.com/aimail88/status/1653499263442210816,5,0,ar,True
"اكاديمية خان (Khan Academy) لديها حل لمعضلة  التخوف من برمجيات الذكاء الاصطناعي التوليدي في قطاع التعليم

الرئيس التنفيذي للاكاديمية يستعرض في الفيديو ادناه كيف يمكن الاستفادة من هذه البرمجيات في توفير مساعد شخصي للطلبة والمدرسين بشكل يبني ولا بهدم 

https://youtu.be/hJP5GqnTrNo",[],02/05/2023,https://x.com/HafedhAlShihi/status/1653435247793520640,0,0,ar,True
من ورقة العمل التي قدمها د. سعيد بن سليمان الريامي رئيس شعبة #تقنية_المعلومات بكلية علوم الحاسوب والمعلومات بفرع الجامعة بمسقط بعنوان إعادة التفكير في #التعليم  في عصر #الذكاء_الاصطناعي_التوليدي,"['#تقنية_المعلومات', '#التعليم', '#الذكاء', '_الاصطناعي_', 'التوليدي']",01/05/2023,https://x.com/utas_oman/status/1652967015965941767,3,5,ar,True
"ابدع الدكتور سعيد الريامي 
@riyam123
 في عشرين دقيقة عن الحديث عن اعادة التفكير في التعليم في عصر الذكاء الاصطناعي التوليدي في منتدى جامعات المستقبل",[],01/05/2023,https://x.com/saifkharusi/status/1652942804048392192,8,1,ar,True
"يرد فريق المبشرين -أقصد بهم الفريق المتفائل بالتطور الحاصل في مجال #الذكاء_الاصطناعي التوليدي-:

- يجب أن ننظر إلى تطوير #الذكاء_الاصطناعي بتوازن، فالتقدم الذي يجلبه في مجال التعليم والرعاية الصحية والغذاء يساعد على تحسن معيشة الناس.","['#الذكاء', '_الاصطناعي', '#الذكاء', '_الاصطناعي']",29/03/2023,https://x.com/syst__em/status/1641182752732061697,0,0,ar,True
فعلاً أستاذ أحمد، في ظل الوتيرة المتسارعة التي نشهدها اليوم في ظهور وتبني أحدث التقنيات ومنها #الذكاء_الاصطناعي التوليدي #GenerativeAI مثل #ChatGPT، أعتقد أن على المتخصصين تركيز جهودهم على التنبيه للجوانب السلبية التي يمكن أن تؤثر على التعليم وحقوق الملكية الفكرية والتأليف والنشر,"['#الذكاء', '_الاصطناعي', '#GenerativeAI', '#ChatGPT']",05/02/2023,https://x.com/Khulood_Almani/status/1622227053562023936,2,2,ar,True
