tweet,hashtags,timestamp,full_url,like_count,retweet_count
"لديك استفسارات حول العيش، الدراسة، العمل، السياحة أو الاستثمار في دولة #الإمارات؟ احصل على أجوبة بسهولة من خلال خبير الخدمات الحكومية الافتراضي #أسألنا، المدعوم بالذكاء الاصطناعي التوليدي في الرابط التالي:
https://ask.u.ae/ar
@tdrauae
#الحكومة_الرقمية","['#الإمارات', '#أسألنا', '#الحكومة_الرقمية']",2023-12-29T06:20:13.000Z,https://x.com/uaedgov/status/1740618705808117761,5,0
"ثلاجة #سامسونغ تراقب المواد الغذائية بالذكاء الاصطناعي التوليدي
#تيك_ناو مع #عبدالعزيز_الحمادي
#العربيةFM
#بالصوت_يصلكم_الخبر_وأكثر","['#سامسونغ', '#تيك_ناو', '#عبدالعزيز_الحمادي', '#العربيةFM', '#بالصوت_يصلكم_الخبر_وأكثر']",2023-12-28T07:39:33.000Z,https://x.com/AlarabiyaFm/status/1740276285836759111,0,0
"يبدو ان فيلم روبوت تنبأ بما يحدث الان هو الانسان الآلي المدعم بالذكاء التوليدي تحول الخيال العلمي الي واقع حقيقي اصبح قريب جدا خصوصا بعد حادثه القتل التي حدثت في مصانع ايلون ماسك روبوت يقتل العمال 
#مخاطر_الذكاء_الصناعي
#تاجر_IT","['#مخاطر_الذكاء_الصناعي', '#تاجر_IT']",2023-12-27T12:49:54.000Z,https://x.com/waheed_hazem/status/1739991998159855698,3,0
"يعلن برنامج التميز في التعليم والتعلم عن مخيم الذكاء الاصطناعي التوليدي ""عن بعد"" لأعضاء هيئة التدريس تحت عنوان: ""تعليم مدعم بالذكاء الاصطناعي"".

#جامعة_الأميرة_نورة
#PNU","['#جامعة_الأميرة_نورة', '#PNU']",2023-12-25T19:52:33.000Z,https://x.com/PNU_EVENTS/status/1739373584395424148,16,5
"إطلاق الإصدار الأول من طوابع عيد الاتحاد الإماراتي المصممة بالذكاء الاصطناعي التوليدي
#تقنية
#الذكاء_الاصطناعي
#الذكاء_الاصطناعي_التوليدي
https://zurl.co/IR6g","['#تقنية', '#الذكاء_الاصطناعي', '#الذكاء_الاصطناعي_', 'التوليدي']",2023-12-25T17:18:09.000Z,https://x.com/aitnews/status/1739334730443854012,0,0
"بحضور معالي عمر سلطان العلماء وزير دولة للذكاء الاصطناعي والاقتصاد الرقمي وتطبيقات العمل عن بعد، أطلقت مجموعة بريد الإمارات بالتعاون مع جامعة محمد بن زايد للذكاء الاصطناعي الإصدار الأول من طوابع يوم الاتحاد الثاني والخمسين المصممة بالذكاء الاصطناعي التوليدي.

ويعكس هذا الإصدار،",[],2023-12-25T12:00:06.000Z,https://x.com/EmiratesPostUAE/status/1739254689324052488,3,2
 بريد الإمارات يُطلق طوابع عيد الاتحاد الـ 52 المُصممة بالذكاء الاصطناعي التوليدي! طوابعٌ تذكارية رائعة تُعبّر عن تاريخ وحاضر الإمارات، وتُحاكي روح الدولة العصرية وطموحاتها  #بريد_الإمارات #عيد_الاتحاد #ذكاء_اصطناعي #تكنولوجيا #إماراتية_وافتخر,"['#بريد_الإمارات', '#عيد_الاتحاد', '#ذكاء_اصطناعي', '#تكنولوجيا', '#إماراتية_وافتخر']",2023-12-25T11:13:27.000Z,https://x.com/bawabaai/status/1739242950339473796,0,0
"""بريد الإمارات"" تطلق الإصدار الأول من طوابع عيد الاتحاد الـ 52 المصممة بالذكاء الاصطناعي التوليدي http://dlvr.it/T0ZXpS",[],2023-12-25T10:22:11.000Z,https://x.com/UAENewsArabic/status/1739230050053210345,0,0
«بريد الإمارات» تطلق الإصدار الأول من طوابع عيد الاتحاد الـ 52 المصممة بالذكاء الاصطناعي التوليدي http://dlvr.it/T0ZXCW,[],2023-12-25T10:13:06.000Z,https://x.com/UAENewsArabic/status/1739227764065222863,0,0
«بريد الإمارات» تطلق الإصدار الأول من طوابع عيد الاتحاد الـ 52 المصممة بالذكاء الاصطناعي التوليدي http://dlvr.it/T0ZXBk,[],2023-12-25T10:13:06.000Z,https://x.com/EmiratesNews/status/1739227761942958286,0,0
80٪ من الوظائف من المحتمل أن تتأثر بالذكاء الاصطناعي التوليدي,[],2023-12-24T22:14:39.000Z,https://x.com/Elmodawana/status/1739046957115445575,1,0
"فرصة تدريب صيفي مميزة جدا و وظيفة مع جامعة MIT و شركة IBM بينهم شراكة ومختبر ابحاث ومشاريع علم بيانات وذكاء اصطناعي، بالذكاء الاصطناعي التوليدي ونماذج اللغات الضخمة
مكان العمل بيكون في امريكا ومن وجهة نظري انها تستحق المحاولة والتجربة للعمل مع محترفين بالمجال  https://x.com/gan_chuang/sta/gan_chuang/status/1738225922183184600…",[],2023-12-23T12:49:22.000Z,https://x.com/Sa4d_k1/status/1738542313503092943,48,6
"خبراء يؤكدون أن #الذكاء_الاصطناعي_التوليدي، سيعيد تشكيل مفهوم النجومية، وأن أثاره على صناعة الفن ستكون متعددة الأوجه.. إذ سيكون نجوم الفن في العالم بحاجة للحماية من منافسيهم الآليين من برامج وأدوات تعمل بالذكاء الاصطناعي

#AI_بالعربي","['#الذكاء_الاصطناعي_', 'التوليدي', '#AI_بالعربي']",2023-12-18T10:00:02.000Z,https://x.com/AIinArabic/status/1736687758414954870,1,0
"هاشتاق عربي - ""غوغل"" تستعين بالذكاء الاصطناعي التوليدي في مجال الرعاية الصحية https://bit.ly/3GI3dim",[],2023-12-17T03:30:13.000Z,https://x.com/ArabiHashtag/status/1736227270350487675,0,0
"تفعيل ملخص الذكاء الاصطناعي

 → اذهب إلى مختبرات جوجل
https://labs.google 

 → انقر فوق ""البدء"" ضمن ""البحث المدعوم بالذكاء الاصطناعي التوليدي""

 → قم بتشغيل ""SGE أثناء التصفح""

 ملحوظة: يمكنك استخدام متصفح Opera أو VPN إذا لم يكن متوفرًا في بلدك.",[],2023-12-16T17:39:17.000Z,https://x.com/KhaledHammadi32/status/1736078558076780684,1,0
"هل تعرف اختبار ConceptARC ؟

""تحدي التجريد والتفكير""
 (Abstraction and Reasoning Challenge)

من اليوم سوف يتردد كثيراً هذا الاسم بالنسبة لـ LLM ، وبعد أسبوعين من الآن سوف يكون هناك خبر ربما يقفز بالذكاء الاصطناعي التوليدي.

الطريق إلى (AGI)",[],2023-12-13T01:03:50.000Z,https://x.com/smalkalbani/status/1734740879582372013,17,1
 شرطة الشارقة تتقدم نحو المستقبل بخطوات ذكية!  تم استعراض التقنيات الحديثة المتعلقة بالذكاء الاصطناعي التوليدي في ندوة معرفية.  القادة والمسئولين في شرطة الشارقة يعملون جاهدين على تعزيز استعدادهم للمستقبل. #الشارقة #الذكاء_الاصطناعي #تقنية,"['#الشارقة', '#الذكاء_الاصطناعي', '#تقنية']",2023-12-11T07:54:08.000Z,https://x.com/bawabaai/status/1734119361747484712,0,0
